name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Porsche 911 Turbo S,2020,33000000,10000,Petrol,Dealer,First Owner,7.0 kmpl,3800 CC,650 bhp,800Nm@2100rpm,4
Lexus LC 500,2019,9500000,14000,Petrol,Dealer,First Owner,8.5 kmpl,4969 CC,471 bhp,540Nm@4800rpm,4
Mitsubishi Lancer Evolution,2015,1200000,60000,Petrol,Individual,Third Owner,8.0 kmpl,1998 CC,291 bhp,366Nm@3000rpm,5
Hyundai i10 Era,2018,210000,40000,Petrol,Dealer,Second Owner,22.0 kmpl,998 CC,66 bhp,94Nm@3500rpm,5
Maruti Alto 800 Lxi,2019,180000,30000,Petrol,Dealer,Second Owner,23.0 kmpl,796 CC,47 bhp,69Nm@3500rpm,4
Datsun redi-GO T,2019,140000,50000,Petrol,Individual,Third Owner,20.0 kmpl,799 CC,54 bhp,74Nm@3000rpm,4
Renault Kwid RXT,2019,260000,30000,Petrol,Dealer,First Owner,25.0 kmpl,999 CC,68 bhp,91Nm@4250rpm,4
Maruti S-Presso Std,2020,320000,25000,Petrol,Dealer,First Owner,21.0 kmpl,998 CC,67 bhp,89Nm@3500rpm,5
Hyundai Santro Era,2018,220000,45000,Petrol,Dealer,Second Owner,20.0 kmpl,999 CC,69 bhp,95Nm@3500rpm,5
Tata Tiago Revotron,2021,430000,20000,Petrol,Dealer,First Owner,23.0 kmpl,1199 CC,85 bhp,113Nm@3300rpm,5
Suzuki Swift LDI,2017,300000,65000,Diesel,Individual,Second Owner,25.0 kmpl,1248 CC,75 bhp,190Nm@2000rpm,5
Tata Indigo eCS,2014,140000,120000,Diesel,Individual,Third Owner,18.0 kmpl,1248 CC,68 bhp,160Nm@2000rpm,5
Hyundai Xcent 1.2,2019,360000,50000,Petrol,Dealer,Second Owner,19.5 kmpl,1197 CC,82 bhp,113Nm@4000rpm,5
Toyota Etios Liva GD,2016,320000,90000,Diesel,Individual,Third Owner,24.5 kmpl,1364 CC,68 bhp,170Nm@2000rpm,5
Ford Aspire 1.5 Diesel,2016,310000,80000,Diesel,Individual,Third Owner,22.0 kmpl,1498 CC,99 bhp,215Nm@1750rpm,5
Maruti Celerio LXI,2018,240000,60000,Petrol,Dealer,Second Owner,23.0 kmpl,998 CC,67 bhp,90Nm@3500rpm,5
Chevrolet Beat Diesel,2014,150000,110000,Diesel,Individual,Third Owner,20.0 kmpl,1248 CC,63 bhp,160Nm@2000rpm,5
Skoda Fabia 1.2,2013,180000,120000,Petrol,Individual,Fourth & Above Owner,17.0 kmpl,1198 CC,75 bhp,105Nm@3000rpm,5
Fiat Linea Active,2015,200000,95000,Petrol,Individual,Third Owner,16.0 kmpl,1390 CC,90 bhp,115Nm@3500rpm,5
Kia Carnival,2018,2200000,40000,Diesel,Dealer,Second Owner,13.0 kmpl,1995 CC,200 bhp,440Nm@1750rpm,7
Mahindra Scorpio S10,2016,550000,90000,Diesel,Individual,Third Owner,14.0 kmpl,2179 CC,120 bhp,280Nm@2000rpm,7
Tata Hexa XT,2017,700000,80000,Diesel,Dealer,Second Owner,15.0 kmpl,2179 CC,156 bhp,400Nm@1750rpm,7
Renault Duster 85PS,2016,350000,110000,Diesel,Individual,Third Owner,20.0 kmpl,1461 CC,84 bhp,200Nm@1900rpm,5
Nissan Sunny XL,2015,280000,130000,Petrol,Individual,Fourth & Above Owner,16.0 kmpl,1198 CC,85 bhp,104Nm@4000rpm,5
Toyota Glanza V,2022,730000,8000,Petrol,Dealer,First Owner,22.0 kmpl,1197 CC,88 bhp,113Nm@4200rpm,5
Honda Amaze S,2019,420000,30000,Petrol,Dealer,Second Owner,24.0 kmpl,1199 CC,88 bhp,109Nm@4500rpm,5
Volkswagen Ameo Comfortline,2018,380000,60000,Petrol,Individual,Second Owner,18.5 kmpl,999 CC,75 bhp,95Nm@3000rpm,5
Skoda Rapid 1.5 MPI,2016,320000,90000,Petrol,Individual,Third Owner,17.0 kmpl,1498 CC,108 bhp,250Nm@1900rpm,5
MG Hector Smart Hybrid,2020,1300000,25000,Petrol,Dealer,First Owner,18.0 kmpl,1462 CC,143 bhp,250Nm@1500rpm,5
Toyota Urban Cruiser,2021,780000,15000,Petrol,Dealer,First Owner,20.0 kmpl,1197 CC,90 bhp,113Nm@4300rpm,5
Honda WR-V i-DTEC,2020,720000,30000,Diesel,Dealer,Second Owner,24.0 kmpl,1498 CC,100 bhp,200Nm@1750rpm,5
Ford EcoSport Diesel,2017,480000,80000,Diesel,Individual,Third Owner,22.0 kmpl,1498 CC,98 bhp,215Nm@1750rpm,5
Maruti Ciaz Sigma,2016,380000,100000,Petrol,Individual,Third Owner,18.0 kmpl,1368 CC,91 bhp,130Nm@4000rpm,5
Hyundai Verna Fluidic,2016,420000,90000,Petrol,Individual,Third Owner,17.0 kmpl,1591 CC,121 bhp,151Nm@4500rpm,5
Chevrolet Enjoy 1.4,2015,260000,120000,Diesel,Individual,Fourth & Above Owner,16.0 kmpl,1399 CC,89 bhp,200Nm@2000rpm,7
Tata Indica V2,2010,90000,160000,Diesel,Individual,Fourth & Above Owner,18.0 kmpl,1396 CC,70 bhp,130Nm@2500rpm,5
Mahindra Thar CRDe,2016,700000,80000,Diesel,Individual,Second Owner,13.0 kmpl,2498 CC,105 bhp,247Nm@1800rpm,4
Ford Endeavour 3.2,2017,1800000,90000,Diesel,Individual,Second Owner,11.0 kmpl,3198 CC,197 bhp,470Nm@1750rpm,7
Isuzu D-Max V-Cross,2018,1600000,60000,Diesel,Dealer,Second Owner,12.0 kmpl,1876 CC,163 bhp,400Nm@2000rpm,5
Renault Lodgy 85,2016,450000,110000,Diesel,Individual,Third Owner,18.0 kmpl,1498 CC,85 bhp,200Nm@1900rpm,7
Maruti Eeco 5 STR,2014,260000,140000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1196 CC,73 bhp,101Nm@3000rpm,8
Tata Magic Iris,2016,95000,180000,Diesel,Individual,Fourth & Above Owner,20.0 kmpl,616 CC,11 bhp,30Nm@2500rpm,6
Hyundai Verna Hybrid,2022,1250000,12000,Hybrid,Dealer,First Owner,25.0 kmpl,1498 CC,140 bhp,250Nm@2000rpm,5
Kia Seltos Hybrid,2022,1500000,10000,Hybrid,Dealer,First Owner,20.0 kmpl,1498 CC,140 bhp,250Nm@1500rpm,5
Toyota Camry Hybrid,2021,2000000,15000,Hybrid,Dealer,First Owner,23.0 kmpl,2487 CC,218 bhp,221Nm@2000rpm,5
Honda Insight,2020,1100000,20000,Hybrid,Dealer,Second Owner,24.0 kmpl,1799 CC,151 bhp,260Nm@2000rpm,5
Nissan Kicks e-Power,2021,900000,12000,Hybrid,Dealer,First Owner,18.0 kmpl,1498 CC,117 bhp,200Nm@3500rpm,5
Renault Triber Petrol,2021,470000,20000,Petrol,Dealer,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@3500rpm,7
Maruti Eeco CNG,2018,280000,90000,CNG,Individual,Second Owner,30.0 kmpl,1196 CC,68 bhp,98Nm@3000rpm,8
Maruti Alto K10 CNG,2019,210000,40000,CNG,Dealer,Second Owner,28.0 kmpl,998 CC,50 bhp,70Nm@3000rpm,4
Tata Tiago CNG,2020,380000,30000,CNG,Dealer,First Owner,27.0 kmpl,1199 CC,73 bhp,115Nm@3300rpm,5
Kia Carens 1.5,2022,1100000,10000,Petrol,Dealer,First Owner,17.0 kmpl,1498 CC,115 bhp,144Nm@4500rpm,7
Honda BR-V,2019,900000,35000,Petrol,Individual,Second Owner,16.0 kmpl,1498 CC,118 bhp,145Nm@4200rpm,7
Toyota Yaris Diesel,2016,420000,85000,Diesel,Individual,Third Owner,23.0 kmpl,1364 CC,90 bhp,170Nm@2000rpm,5
Maruti Ciaz Smart Hybrid,2021,850000,12000,Hybrid,Dealer,First Owner,25.0 kmpl,1462 CC,89 bhp,115Nm@3500rpm,5
Hyundai Verna 1.6 CRDi,2019,680000,40000,Diesel,Dealer,First Owner,24.0 kmpl,1582 CC,128 bhp,260Nm@1900rpm,5
Kia Sonet 1.0 Diesel,2019,680000,30000,Diesel,Dealer,Second Owner,24.0 kmpl,998 CC,100 bhp,220Nm@1750rpm,5
Skoda Rapid TDI,2017,420000,90000,Diesel,Individual,Third Owner,22.0 kmpl,1598 CC,103 bhp,250Nm@1900rpm,5
Volkswagen Polo GT TSI,2018,480000,70000,Petrol,Individual,Second Owner,17.0 kmpl,999 CC,110 bhp,175Nm@1500rpm,5
Hyundai Alcazar Signature,2022,1500000,8000,Petrol,Dealer,First Owner,15.0 kmpl,1497 CC,158 bhp,253Nm@1500rpm,7
Mahindra XUV700 AX7,2022,1600000,9000,Petrol,Dealer,First Owner,13.5 kmpl,1999 CC,200 bhp,380Nm@1600rpm,7
Aston Martin DBS Superleggera,2019,20000000,12000,Petrol,Dealer,First Owner,6.0 kmpl,5204 CC,715 bhp,900Nm@1500rpm,4
Porsche 911 GT3,2021,28000000,6000,Petrol,Dealer,First Owner,7.5 kmpl,3996 CC,502 bhp,460Nm@9000rpm,2
Ferrari SF90,2021,48000000,3000,Hybrid,Dealer,First Owner,10.0 kmpl,3990 CC,986 bhp,800Nm@3000rpm,2
Lamborghini Sian,2020,120000000,2000,Hybrid,Individual,First Owner,5.0 kmpl,6498 CC,819 bhp,720Nm@6500rpm,2
BMW M8 Competition,2020,15000000,8000,Petrol,Dealer,First Owner,8.0 kmpl,4395 CC,617 bhp,760Nm@1800rpm,4
Audi RS7,2019,11000000,14000,Petrol,Dealer,Second Owner,7.8 kmpl,3996 CC,591 bhp,800Nm@2000rpm,5
McLaren 765LT,2021,38000000,3000,Petrol,Dealer,First Owner,6.5 kmpl,3994 CC,755 bhp,800Nm@5500rpm,2
Lotus Emira,2022,9500000,5000,Petrol,Dealer,First Owner,9.0 kmpl,2998 CC,400 bhp,430Nm@3000rpm,2
Alpine A110,2020,4200000,9000,Petrol,Dealer,First Owner,11.0 kmpl,1798 CC,252 bhp,320Nm@2000rpm,2
Honda Civic Type R,2018,2400000,30000,Petrol,Individual,Second Owner,11.0 kmpl,1996 CC,316 bhp,400Nm@2500rpm,5
Subaru WRX STI,2017,1800000,45000,Petrol,Individual,Third Owner,10.0 kmpl,2457 CC,305 bhp,393Nm@4400rpm,5
Toyota Corolla Cross Hybrid,2022,1400000,8000,Hybrid,Dealer,First Owner,22.0 kmpl,1798 CC,122 bhp,190Nm@3600rpm,5
Hyundai I20 N,2021,900000,12000,Petrol,Dealer,First Owner,12.0 kmpl,1998 CC,204 bhp,275Nm@1750rpm,5
Kia Stinger GT,2019,1600000,20000,Petrol,Dealer,Second Owner,9.0 kmpl,3342 CC,365 bhp,510Nm@1300rpm,5
Ford Focus RS,2016,1100000,40000,Petrol,Individual,Third Owner,9.0 kmpl,2496 CC,350 bhp,460Nm@2000rpm,5
Renault Megane RS,2018,750000,25000,Petrol,Dealer,Second Owner,12.0 kmpl,1998 CC,300 bhp,420Nm@1900rpm,5
Mini John Cooper Works,2020,650000,15000,Petrol,Dealer,First Owner,14.0 kmpl,1998 CC,231 bhp,320Nm@1400rpm,4
Peugeot 208 GTi,2017,420000,30000,Petrol,Individual,Second Owner,15.0 kmpl,1598 CC,208 bhp,300Nm@2000rpm,5
Citroen DS3 Racing,2015,300000,40000,Petrol,Individual,Third Owner,14.0 kmpl,1598 CC,207 bhp,275Nm@2000rpm,4
Suzuki Ignis Adventure,2020,350000,20000,Petrol,Dealer,First Owner,20.0 kmpl,1242 CC,90 bhp,120Nm@3500rpm,5
Maruti Swift Sport,2019,600000,22000,Petrol,Dealer,First Owner,18.0 kmpl,1388 CC,140 bhp,230Nm@1750rpm,5
Tata Punch Creative,2021,620000,15000,Petrol,Dealer,First Owner,19.0 kmpl,1199 CC,86 bhp,113Nm@3300rpm,5
Toyota Glanza Cross,2022,760000,8000,Petrol,Dealer,First Owner,22.0 kmpl,1197 CC,88 bhp,113Nm@4200rpm,5
Renault Triber RXZ,2021,480000,12000,Petrol,Dealer,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@3500rpm,7
Maruti S-Cross Alpha,2018,650000,45000,Diesel,Individual,Second Owner,22.0 kmpl,1248 CC,88 bhp,200Nm@1750rpm,5
Hyundai Creta SX(O),2021,1250000,18000,Petrol,Dealer,First Owner,16.0 kmpl,1497 CC,158 bhp,253Nm@1500rpm,5
Kia Carnival Limousine,2020,3000000,25000,Diesel,Dealer,Second Owner,12.0 kmpl,2199 CC,200 bhp,440Nm@1750rpm,7
Toyota Innova Zenix,2022,2200000,9000,Diesel,Dealer,First Owner,16.0 kmpl,1998 CC,150 bhp,350Nm@1800rpm,7
Mahindra Xylo,2014,280000,120000,Diesel,Individual,Third Owner,12.0 kmpl,2498 CC,120 bhp,280Nm@1800rpm,8
Tata Nexon 1.2 Revotron,2019,850000,30000,Petrol,Dealer,Second Owner,18.0 kmpl,1199 CC,118 bhp,170Nm@1500rpm,5
Skoda Slavia Ambition,2022,1000000,8000,Petrol,Dealer,First Owner,16.0 kmpl,1598 CC,115 bhp,250Nm@1500rpm,5
Volkswagen Virtus GT,2021,1050000,12000,Petrol,Dealer,First Owner,15.5 kmpl,1498 CC,150 bhp,250Nm@1500rpm,5
Chevrolet Onix,2019,380000,50000,Petrol,Individual,Third Owner,18.0 kmpl,1399 CC,98 bhp,140Nm@3500rpm,5
Renault Fluence,2014,240000,90000,Diesel,Individual,Fourth & Above Owner,20.0 kmpl,1461 CC,95 bhp,200Nm@1900rpm,5
Peugeot 301,2016,300000,80000,Diesel,Individual,Third Owner,20.0 kmpl,1560 CC,98 bhp,200Nm@2000rpm,5
Seat Leon FR,2017,520000,60000,Petrol,Individual,Second Owner,16.0 kmpl,1395 CC,150 bhp,250Nm@1500rpm,5
Opel Astra GTC,2015,280000,70000,Petrol,Individual,Third Owner,14.0 kmpl,1598 CC,140 bhp,200Nm@1400rpm,5
Fiat 500 Abarth,2016,320000,40000,Petrol,Individual,Second Owner,16.0 kmpl,1368 CC,140 bhp,230Nm@1750rpm,4
Mini Cooper S Convertible,2018,680000,25000,Petrol,Dealer,Second Owner,14.0 kmpl,1998 CC,189 bhp,280Nm@1400rpm,4
Mitsubishi Outlander PHEV,2020,1500000,20000,Hybrid,Dealer,First Owner,28.0 kmpl,1998 CC,188 bhp,332Nm@2000rpm,5
Subaru Crosstrek Hybrid,2021,1400000,12000,Hybrid,Dealer,First Owner,24.0 kmpl,1995 CC,160 bhp,240Nm@2000rpm,5
Suzuki Baleno Delta,2020,560000,18000,Petrol,Dealer,First Owner,22.0 kmpl,1197 CC,88 bhp,113Nm@4200rpm,5
Maruti Ertiga ZDI Plus,2019,780000,40000,Diesel,Dealer,Second Owner,24.0 kmpl,1248 CC,90 bhp,200Nm@1750rpm,7
Toyota Yaris Cross,2022,820000,7000,Petrol,Dealer,First Owner,20.0 kmpl,1496 CC,106 bhp,140Nm@4200rpm,5
Honda Amaze i-VTEC,2020,450000,28000,Petrol,Dealer,Second Owner,24.0 kmpl,1199 CC,88 bhp,109Nm@4500rpm,5
Ford Aspire Trend,2019,320000,50000,Petrol,Individual,Third Owner,18.0 kmpl,1197 CC,95 bhp,119Nm@4250rpm,5
Nissan Kicks XV,2020,880000,20000,Petrol,Dealer,First Owner,17.0 kmpl,1198 CC,114 bhp,149Nm@4400rpm,5
Renault Captur Turbo,2021,920000,15000,Petrol,Dealer,First Owner,16.5 kmpl,999 CC,100 bhp,160Nm@2000rpm,5
MG Hector Plus Sharp,2021,1350000,22000,Petrol,Dealer,Second Owner,16.0 kmpl,1956 CC,143 bhp,250Nm@1500rpm,7
Kia Seltos GTX,2020,1450000,18000,Petrol,Dealer,Second Owner,15.0 kmpl,1497 CC,140 bhp,250Nm@1500rpm,5
Hyundai Alcazar Prestige,2022,1550000,9000,Petrol,Dealer,First Owner,15.0 kmpl,1497 CC,158 bhp,253Nm@1500rpm,7
Skoda Karoq,2021,1600000,12000,Petrol,Dealer,First Owner,14.0 kmpl,1498 CC,150 bhp,250Nm@1500rpm,5
Volkswagen Tiguan Allspace,2019,1900000,30000,Diesel,Dealer,Second Owner,16.0 kmpl,1968 CC,150 bhp,340Nm@1750rpm,7
Jeep Compass Limited,2018,950000,40000,Diesel,Dealer,Second Owner,16.0 kmpl,2179 CC,170 bhp,350Nm@1600rpm,5
Honda CR-V Diesel,2017,1200000,60000,Diesel,Individual,Third Owner,18.0 kmpl,1997 CC,150 bhp,350Nm@2000rpm,5
Toyota RAV4 Hybrid,2021,2200000,15000,Hybrid,Dealer,First Owner,22.0 kmpl,2487 CC,219 bhp,350Nm@2000rpm,5
Subaru Forester 2.0i,2019,950000,30000,Petrol,Dealer,Second Owner,13.0 kmpl,1995 CC,150 bhp,198Nm@4000rpm,5
Mitsubishi Pajero Sport,2018,1700000,50000,Diesel,Dealer,Second Owner,12.0 kmpl,2442 CC,181 bhp,430Nm@2000rpm,7
Isuzu MU-X,2017,1400000,70000,Diesel,Individual,Third Owner,13.0 kmpl,2999 CC,175 bhp,380Nm@2000rpm,7
Ford Endeavour 2.2,2016,1100000,100000,Diesel,Individual,Fourth & Above Owner,10.0 kmpl,2198 CC,160 bhp,385Nm@1750rpm,7
Mahindra Scorpio Classic,2015,420000,110000,Diesel,Individual,Third Owner,12.0 kmpl,2179 CC,120 bhp,280Nm@2000rpm,7
Tata Safari Storme,2016,750000,90000,Diesel,Individual,Third Owner,12.0 kmpl,2179 CC,140 bhp,320Nm@1750rpm,7
Maruti Celerio VXI,2020,320000,20000,Petrol,Dealer,First Owner,23.0 kmpl,998 CC,67 bhp,90Nm@3500rpm,5
Hyundai Grand i10 Nios,2020,450000,25000,Petrol,Dealer,Second Owner,19.0 kmpl,1197 CC,83 bhp,113Nm@4000rpm,5
Kia Morning (Picanto) 1.0,2019,260000,40000,Petrol,Individual,Second Owner,18.0 kmpl,998 CC,69 bhp,94Nm@3000rpm,5
Toyota Etios Cross,2016,360000,85000,Diesel,Individual,Third Owner,24.0 kmpl,1364 CC,68 bhp,170Nm@2000rpm,5
Jeep Wrangler Unlimited,2018,2200000,35000,Petrol,Dealer,Second Owner,8.0 kmpl,3600 CC,284 bhp,347Nm@2300rpm,5
Land Rover Discovery Sport,2019,2800000,30000,Diesel,Dealer,First Owner,15.0 kmpl,1997 CC,150 bhp,350Nm@2000rpm,5
Volvo XC60,2020,2500000,20000,Diesel,Dealer,First Owner,17.0 kmpl,1969 CC,190 bhp,400Nm@1750rpm,5
Mercedes GLE 300d,2021,3200000,15000,Diesel,Dealer,First Owner,14.0 kmpl,2143 CC,242 bhp,500Nm@1200rpm,5
BMW X5 40d,2019,3800000,25000,Diesel,Dealer,First Owner,12.0 kmpl,2993 CC,340 bhp,700Nm@1500rpm,5
Audi Q8 45 TDI,2020,3500000,18000,Diesel,Dealer,First Owner,13.0 kmpl,2967 CC,286 bhp,600Nm@1750rpm,5
Porsche Cayenne E-Hybrid,2021,4200000,12000,Hybrid,Dealer,First Owner,18.0 kmpl,3996 CC,462 bhp,700Nm@1300rpm,5
Range Rover Evoque,2020,2600000,22000,Diesel,Dealer,First Owner,15.0 kmpl,1997 CC,150 bhp,350Nm@2000rpm,5
Jaguar E-PACE,2019,2200000,30000,Diesel,Dealer,Second Owner,16.0 kmpl,1997 CC,150 bhp,350Nm@2000rpm,5
Renault Arkana,2021,1250000,10000,Petrol,Dealer,First Owner,18.0 kmpl,1497 CC,116 bhp,250Nm@2000rpm,5
Volkswagen T-Roc,2019,1450000,25000,Petrol,Dealer,Second Owner,17.0 kmpl,1395 CC,150 bhp,250Nm@1500rpm,5
Skoda Kodiak,2020,1750000,15000,Petrol,Dealer,First Owner,15.0 kmpl,1598 CC,150 bhp,250Nm@1500rpm,5
SEAT Tarraco,2021,1800000,12000,Petrol,Dealer,First Owner,15.5 kmpl,1498 CC,150 bhp,250Nm@1500rpm,7
Hyundai Tucson Petrol,2021,1650000,14000,Petrol,Dealer,First Owner,16.0 kmpl,1598 CC,150 bhp,252Nm@1500rpm,5
Kia Niro Petrol,2020,1500000,20000,Petrol,Dealer,Second Owner,17.0 kmpl,1598 CC,150 bhp,280Nm@1750rpm,5
Renault Duster CVT,2020,780000,18000,Petrol,Dealer,First Owner,18.0 kmpl,1598 CC,110 bhp,142Nm@4000rpm,5
Nissan Terrano 85,2017,550000,50000,Diesel,Individual,Second Owner,22.0 kmpl,1461 CC,85 bhp,200Nm@1900rpm,5
Ford Ecosport 1.5 Diesel,2018,520000,60000,Diesel,Individual,Third Owner,22.0 kmpl,1498 CC,99 bhp,215Nm@1750rpm,5
Chevrolet Trailblazer,2021,980000,12000,Petrol,Dealer,First Owner,14.0 kmpl,1598 CC,163 bhp,250Nm@1500rpm,5
Maruti SX4 ZDi,2015,280000,100000,Diesel,Individual,Fourth & Above Owner,20.0 kmpl,1248 CC,75 bhp,190Nm@2000rpm,5
Toyota Fortuner 4x4,2019,2800000,35000,Diesel,Dealer,Second Owner,12.0 kmpl,2755 CC,201 bhp,500Nm@1600rpm,7
Mahindra TUV300,2017,650000,70000,Diesel,Individual,Third Owner,13.0 kmpl,2179 CC,120 bhp,280Nm@2000rpm,7
Tata Harrier Plus,2021,1400000,20000,Diesel,Dealer,First Owner,15.0 kmpl,1956 CC,170 bhp,350Nm@1750rpm,5
MG Comet EV,2023,800000,8000,Electric,Dealer,First Owner,0 kmpl,0 CC,40 bhp,200Nm@0rpm,4
BYD Yuan Plus EV,2022,1800000,12000,Electric,Dealer,First Owner,0 kmpl,0 CC,192 bhp,450Nm@0rpm,5
Volkswagen ID.4,2021,1600000,10000,Electric,Dealer,First Owner,0 kmpl,0 CC,204 bhp,310Nm@0rpm,5
Hyundai Kona Electric Plus,2020,1650000,14000,Electric,Dealer,Second Owner,0 kmpl,0 CC,204 bhp,395Nm@0rpm,5
Nissan Ariya,2022,2400000,8000,Electric,Dealer,First Owner,0 kmpl,0 CC,214 bhp,450Nm@0rpm,5
Maruti Suzuki XL5,2020,580000,22000,Petrol,Dealer,Second Owner,19.0 kmpl,1197 CC,82 bhp,113Nm@4000rpm,5
Hyundai Kona Petrol,2021,1150000,14000,Petrol,Dealer,First Owner,15.0 kmpl,1598 CC,150 bhp,252Nm@1500rpm,5
Kia Seltos Diesel,2020,1380000,20000,Diesel,Dealer,Second Owner,20.0 kmpl,1493 CC,115 bhp,250Nm@1500rpm,5
Renault Sandero Stepway,2019,680000,30000,Petrol,Individual,Second Owner,16.0 kmpl,999 CC,110 bhp,175Nm@1600rpm,5
Maruti Celerio Plus,2021,340000,15000,Petrol,Dealer,First Owner,23.0 kmpl,998 CC,67 bhp,90Nm@3500rpm,5
Hyundai i10 Nios Sportz,2021,480000,12000,Petrol,Dealer,First Owner,19.0 kmpl,1197 CC,83 bhp,113Nm@4000rpm,5
Tata Altroz Diesel XT,2021,680000,10000,Diesel,Dealer,First Owner,23.0 kmpl,1497 CC,90 bhp,200Nm@1500rpm,5
Maruti Baleno Petrol VXI,2020,520000,25000,Petrol,Dealer,Second Owner,22.0 kmpl,1197 CC,83 bhp,113Nm@4200rpm,5
Honda Jazz 1.5 Diesel,2017,520000,50000,Diesel,Individual,Third Owner,24.0 kmpl,1498 CC,100 bhp,200Nm@1750rpm,5
Volkswagen Polo Highline,2019,540000,25000,Petrol,Dealer,Second Owner,18.0 kmpl,999 CC,76 bhp,95Nm@3000rpm,5
Skoda Rapid Automatic,2018,420000,50000,Petrol,Individual,Third Owner,15.0 kmpl,1198 CC,104 bhp,250Nm@1900rpm,5
Citroen C3,2020,480000,22000,Petrol,Dealer,First Owner,19.0 kmpl,999 CC,76 bhp,98Nm@3500rpm,5
Peugeot 206 Plus,2015,190000,95000,Diesel,Individual,Fourth & Above Owner,18.0 kmpl,1396 CC,79 bhp,170Nm@2000rpm,5
Fiat Aspire,2014,220000,100000,Diesel,Individual,Fourth & Above Owner,18.0 kmpl,1396 CC,90 bhp,200Nm@1900rpm,5
Maruti Ritz ZDi,2013,250000,110000,Diesel,Individual,Third Owner,22.0 kmpl,1248 CC,74 bhp,190Nm@2000rpm,5
Hyundai I20 1.4 CRDi,2016,380000,70000,Diesel,Individual,Third Owner,23.0 kmpl,1396 CC,90 bhp,200Nm@1900rpm,5
Toyota Yaris Sedan,2019,650000,30000,Petrol,Dealer,Second Owner,18.0 kmpl,1496 CC,106 bhp,140Nm@4200rpm,5
Honda City 1.5 Petrol,2018,750000,35000,Petrol,Dealer,Second Owner,17.0 kmpl,1498 CC,119 bhp,145Nm@4300rpm,5
Maruti Ciaz 1.5 VVT,2016,480000,80000,Petrol,Individual,Third Owner,18.0 kmpl,1468 CC,104 bhp,140Nm@4000rpm,5
Toyota Fortuner 2.7,2017,1900000,60000,Petrol,Individual,Third Owner,10.0 kmpl,2694 CC,166 bhp,245Nm@3800rpm,7
Mahindra Bolero Pik-Up,2014,200000,150000,Diesel,Individual,Fourth & Above Owner,14.0 kmpl,2523 CC,75 bhp,195Nm@1600rpm,2
Tata CV,2012,180000,190000,Diesel,Individual,Fourth & Above Owner,8.0 kmpl,2179 CC,65 bhp,160Nm@1600rpm,2
Ashok Leyland Debut,2013,280000,140000,Diesel,Individual,Fourth & Above Owner,12.0 kmpl,2179 CC,90 bhp,225Nm@2000rpm,8
Force Motors Tempo,2014,150000,160000,Diesel,Individual,Fourth & Above Owner,10.0 kmpl,2596 CC,80 bhp,255Nm@1600rpm,8
Bharat Benz 407,2015,450000,130000,Diesel,Individual,Fourth & Above Owner,8.0 kmpl,3900 CC,130 bhp,400Nm@1600rpm,6
Maruti Omni 5,2008,95000,220000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,798 CC,38 bhp,60Nm@3000rpm,8
Tata Sumo,2010,140000,210000,Diesel,Individual,Fourth & Above Owner,9.0 kmpl,2956 CC,90 bhp,225Nm@2000rpm,8
Ambassador HC Plus,2007,75000,250000,Petrol,Individual,Fourth & Above Owner,10.0 kmpl,1800 CC,80 bhp,140Nm@2000rpm,5
Hindustan Contessa,2005,50000,280000,Petrol,Individual,Fourth & Above Owner,12.0 kmpl,1620 CC,85 bhp,156Nm@3200rpm,5
Maruti 800 LXI,2009,62000,200000,Petrol,Individual,Fourth & Above Owner,15.0 kmpl,796 CC,39 bhp,60Nm@3000rpm,4
Maruti Suzuki Alto 800 CNG,2014,150000,120000,CNG,Individual,Third Owner,32.0 kmpl,796 CC,38 bhp,53Nm@2500rpm,4
Tata Indica EV2 CNG,2015,190000,100000,CNG,Individual,Third Owner,30.0 kmpl,1396 CC,67 bhp,180Nm@2500rpm,5
Hyundai i10 Sportz CNG,2016,280000,80000,CNG,Individual,Second Owner,28.0 kmpl,1086 CC,63 bhp,78Nm@3500rpm,5
Maruti WagonR LXI CNG,2015,170000,110000,CNG,Individual,Third Owner,29.0 kmpl,998 CC,51 bhp,68Nm@3000rpm,5
Honda Civic Natural Gas,2007,120000,150000,CNG,Individual,Fourth & Above Owner,16.0 kmpl,1668 CC,96 bhp,137Nm@2400rpm,5
Suzuki Ertiga CNG,2018,420000,70000,CNG,Individual,Second Owner,25.0 kmpl,1462 CC,91 bhp,120Nm@3500rpm,7
Maruti Eeco Standard CNG,2016,220000,120000,CNG,Individual,Third Owner,32.0 kmpl,1196 CC,62 bhp,85Nm@2500rpm,8
Hyundai Aura Petrol Turbo,2022,650000,10000,Petrol,Dealer,First Owner,18.0 kmpl,1197 CC,100 bhp,172Nm@1500rpm,5
Kia Sonet 1.5 Petrol,2021,900000,12000,Petrol,Dealer,First Owner,17.0 kmpl,1497 CC,115 bhp,144Nm@4500rpm,5
Renault Kiger 1.0 AMT,2022,680000,9000,Petrol,Dealer,First Owner,18.0 kmpl,999 CC,100 bhp,160Nm@2000rpm,5
